1641866971.895974 184.090179 -6.021296 0.041993 -0.004431 -0.002986 -0.027785 0.999600
1641866972.096085 184.124802 -6.020826 0.037495 -0.004289 -0.004269 -0.028000 0.999590
1641866972.296248 184.183548 -6.024360 0.031687 -0.004466 -0.004462 -0.028213 0.999582
1641866972.596180 184.310898 -6.026675 0.035654 -0.004600 -0.004485 -0.028544 0.999572
1641866972.795985 184.451065 -6.033413 0.037677 -0.004476 -0.004294 -0.029340 0.999550
1641866972.996258 184.597061 -6.038785 0.035156 -0.004444 -0.004317 -0.030161 0.999526
1641866973.196360 184.804001 -6.046743 0.026745 -0.005663 -0.005977 -0.031368 0.999474
1641866973.496056 185.188156 -6.062580 -0.022576 -0.005371 -0.007069 -0.033282 0.999407
1641866973.696774 185.596619 -6.083562 0.016461 -0.005165 -0.006952 -0.034103 0.999381
1641866973.996097 186.255920 -6.108827 -0.011741 -0.005386 -0.003051 -0.036823 0.999303
1641866974.196573 186.753113 -6.119977 0.002462 -0.005508 -0.005887 -0.034323 0.999378
1641866974.396267 187.248764 -6.139231 -0.001674 -0.005673 -0.006132 -0.034154 0.999382
1641866974.596427 187.795013 -6.161587 -0.013759 -0.005377 -0.002336 -0.033586 0.999419
1641866974.796135 188.337952 -6.180354 -0.006150 -0.005304 -0.005774 -0.033541 0.999407
1641866974.996587 188.902420 -6.196148 -0.013318 -0.005684 -0.005143 -0.031873 0.999463
1641866975.196181 189.517395 -6.221190 -0.014794 -0.005572 -0.005683 -0.033097 0.999420
1641866975.396288 190.125824 -6.245524 -0.010879 -0.005671 -0.005751 -0.033053 0.999421
1641866975.596658 190.793579 -6.266332 -0.009083 -0.005751 -0.005906 -0.032445 0.999440
1641866975.796088 191.479996 -6.296988 -0.010790 -0.005551 -0.005779 -0.033007 0.999423
1641866975.996782 192.190445 -6.315988 -0.015495 -0.005855 -0.006231 -0.032883 0.999423
1641866976.196107 192.944016 -6.351285 -0.016520 -0.005860 -0.006802 -0.034723 0.999357
1641866976.396251 193.710159 -6.376811 -0.020829 -0.006419 -0.006887 -0.035189 0.999336
1641866976.796138 195.345108 -6.454504 -0.023830 -0.005459 -0.007148 -0.036866 0.999280
1641866977.096821 196.642593 -6.511542 -0.020234 -0.004789 -0.006266 -0.037796 0.999254
1641866977.296322 197.508392 -6.548887 -0.026620 -0.003896 -0.005966 -0.038097 0.999249
1641866977.496339 198.383453 -6.598842 -0.016290 -0.002771 -0.006990 -0.038880 0.999216
1641866977.696685 199.280518 -6.648421 -0.021480 -0.001827 -0.007428 -0.039389 0.999195
1641866977.896166 200.237946 -6.699500 -0.018893 -0.001521 -0.008892 -0.039788 0.999167
1641866978.096651 201.211685 -6.749494 -0.021624 -0.000700 -0.007717 -0.038724 0.999220
1641866978.296335 202.257660 -6.798179 -0.007858 -0.000287 -0.009052 -0.036753 0.999283
1641866978.496595 203.311737 -6.841527 -0.004878 0.000198 -0.008722 -0.033076 0.999415
1641866978.696289 204.441376 -6.872803 -0.009164 -0.000138 -0.009510 -0.030889 0.999478
1641866978.996200 206.185699 -6.935033 0.097467 -0.000996 -0.004671 -0.029151 0.999564
1641866979.196342 207.407822 -6.966324 0.078179 -0.000837 -0.004588 -0.029152 0.999564
1641866979.396824 208.649979 -7.001164 0.069166 -0.001303 -0.005393 -0.028539 0.999577
1641866979.596359 209.962677 -7.035310 0.071931 -0.003185 -0.003473 -0.028510 0.999582
1641866979.896713 211.926208 -7.085018 0.063812 -0.004389 -0.003463 -0.028069 0.999590
1641866980.196852 213.994904 -7.132932 0.035394 -0.004343 -0.005547 -0.028038 0.999582
1641866980.396466 215.385498 -7.171647 0.031716 -0.005037 -0.005038 -0.029320 0.999545
1641866980.596755 216.830215 -7.209899 0.024753 -0.006092 -0.004617 -0.031860 0.999463
1641866980.796400 218.319000 -7.267014 0.021496 -0.005587 -0.004803 -0.033481 0.999412
1641866980.996413 219.787064 -7.321077 0.011127 -0.004480 -0.005745 -0.035416 0.999346
1641866981.196158 221.309631 -7.393339 0.007636 -0.005585 -0.005069 -0.036722 0.999297
1641866981.396429 222.853638 -7.459422 -0.003566 -0.005308 -0.005829 -0.037744 0.999256
1641866981.596838 224.424850 -7.535599 -0.001674 -0.006254 -0.005594 -0.037919 0.999246
1641866981.796434 226.020645 -7.611746 -0.007511 -0.006810 -0.005674 -0.036176 0.999306
1641866981.996372 227.622971 -7.675535 -0.008560 -0.006193 -0.006340 -0.033270 0.999407
1641866982.196737 229.252167 -7.730803 -0.011290 -0.006412 -0.007047 -0.030007 0.999504
1641866982.496798 231.746735 -7.793329 -0.015169 -0.006252 -0.006663 -0.026339 0.999611
1641866982.796545 234.270233 -7.845320 -0.011270 -0.005087 -0.006241 -0.024483 0.999668
1641866982.996236 235.980118 -7.878223 -0.010870 -0.004562 -0.006524 -0.025267 0.999649
1641866983.196390 237.729431 -7.914037 0.082265 -0.008481 -0.004063 -0.027477 0.999578
1641866983.396326 239.477386 -7.962112 0.072545 -0.007811 -0.005469 -0.029621 0.999516
1641866983.596741 241.273560 -8.021818 0.047331 -0.006457 -0.005041 -0.032028 0.999453
1641866983.796446 243.083618 -8.093908 0.051229 -0.006950 -0.005195 -0.033475 0.999402
1641866983.996109 244.926346 -8.168591 0.044120 -0.007049 -0.005065 -0.034450 0.999369
1641866984.196305 246.808960 -8.239059 0.038314 -0.007395 -0.005574 -0.034356 0.999367
1641866984.396419 248.725616 -8.311604 0.041407 -0.007514 -0.005354 -0.033804 0.999386
1641866984.596574 250.645996 -8.376149 0.022763 -0.007993 -0.005191 -0.032653 0.999421
1641866984.796410 252.589752 -8.435705 0.020506 -0.009005 -0.005547 -0.031573 0.999445
