1641866971.895974 184.099487 -6.022072 -0.004082 -0.003873 -0.005219 -0.027826 0.999592
1641866972.096085 184.119888 -6.022192 -0.010613 -0.003749 -0.006325 -0.028063 0.999579
1641866972.396508 184.220383 -6.026639 -0.012925 -0.003811 -0.006331 -0.028461 0.999568
1641866972.596180 184.338135 -6.028764 -0.011792 -0.003998 -0.006087 -0.028910 0.999556
1641866972.795985 184.441803 -6.030694 -0.008967 -0.003939 -0.006373 -0.029460 0.999538
1641866972.996258 184.603378 -6.040188 -0.009474 -0.003798 -0.005986 -0.030264 0.999517
1641866973.196360 184.812317 -6.043892 -0.012677 -0.003925 -0.007466 -0.031522 0.999467
1641866973.496056 185.226303 -6.065763 -0.013731 -0.003834 -0.008962 -0.033462 0.999392
1641866973.696774 185.617126 -6.079988 -0.020373 -0.003926 -0.008923 -0.034285 0.999365
1641866973.996097 186.295700 -6.102368 -0.024378 -0.004581 -0.008493 -0.034468 0.999359
1641866974.196573 186.771561 -6.119377 -0.027844 -0.005016 -0.007856 -0.034414 0.999364
1641866974.396267 187.265762 -6.140131 -0.025305 -0.004867 -0.007732 -0.034267 0.999371
1641866974.596427 187.807449 -6.163112 -0.027159 -0.004948 -0.007924 -0.034036 0.999377
1641866974.796135 188.362839 -6.182351 -0.030228 -0.004608 -0.008723 -0.033666 0.999384
1641866974.996587 188.927658 -6.202443 -0.030838 -0.004552 -0.007888 -0.033477 0.999398
1641866975.196181 189.537155 -6.217299 -0.032815 -0.004573 -0.007592 -0.033286 0.999407
1641866975.396288 190.152374 -6.244367 -0.025795 -0.004746 -0.007406 -0.032982 0.999417
1641866975.596658 190.809402 -6.263916 -0.033540 -0.004456 -0.007481 -0.032629 0.999430
1641866975.796088 191.503784 -6.290315 -0.035302 -0.004173 -0.007334 -0.032515 0.999436
1641866975.996782 192.205353 -6.316356 -0.038047 -0.004114 -0.008001 -0.032978 0.999416
1641866976.196107 192.947113 -6.344180 -0.033517 -0.004317 -0.008353 -0.034079 0.999375
1641866976.396251 193.719711 -6.375595 -0.034165 -0.003683 -0.008790 -0.035330 0.999330
1641866976.796138 195.353882 -6.447791 -0.037441 -0.003157 -0.008525 -0.036307 0.999299
1641866977.096821 196.647064 -6.510468 -0.027205 -0.003528 -0.007074 -0.037518 0.999265
1641866977.296322 197.522018 -6.550885 -0.028932 -0.003130 -0.006800 -0.038155 0.999244
1641866977.496339 198.383743 -6.600989 -0.026340 -0.002687 -0.007726 -0.038735 0.999216
1641866977.696685 199.293030 -6.651841 -0.027009 -0.000998 -0.008813 -0.039409 0.999184
1641866977.896166 200.255554 -6.703579 -0.024621 -0.001311 -0.009658 -0.039591 0.999168
1641866978.096651 201.216080 -6.756331 -0.027538 -0.000559 -0.009237 -0.038790 0.999205
1641866978.296335 202.257690 -6.799086 -0.023585 0.000589 -0.010068 -0.036712 0.999275
1641866978.496595 203.308884 -6.843190 -0.020087 0.001125 -0.009476 -0.032949 0.999411
1641866978.696289 204.453186 -6.874747 -0.021638 0.000326 -0.010393 -0.030799 0.999472
1641866978.996200 206.186020 -6.934590 -0.010341 0.000796 -0.009523 -0.029497 0.999519
1641866979.196342 207.398132 -6.965900 -0.007417 0.000393 -0.008527 -0.029335 0.999533
1641866979.396824 208.635757 -7.004192 -0.006181 -0.000157 -0.008685 -0.028686 0.999551
1641866979.596359 209.939651 -7.033267 -0.000231 -0.001969 -0.007722 -0.028696 0.999556
1641866979.896713 211.928665 -7.086306 -0.005732 -0.002646 -0.007177 -0.028212 0.999573
1641866980.196852 213.994385 -7.130221 -0.005633 -0.003705 -0.007533 -0.028324 0.999564
1641866980.396466 215.399582 -7.171335 -0.000280 -0.004072 -0.007138 -0.029562 0.999529
1641866980.596755 216.834915 -7.206881 -0.000207 -0.004951 -0.006570 -0.032059 0.999452
