1641866971.895974,3.290027,3.991636,77.574034,1.435518,217.522872,
1641866972.096085,2.934447,3.707962,47.937206,0.006947,200.791967,
1641866972.296248,3.417633,5.704084,44.884520,0.004462,52.623955,
1641866972.596180,5.959694,9.769534,57.783580,0.008608,67.912986,
1641866972.795985,7.690782,12.576271,48.364946,0.004160,61.507793,
1641866972.996258,4.172667,6.633634,54.220931,0.004961,61.114999,
1641866973.196360,11.274665,17.740818,57.006614,0.005084,75.136870,
1641866973.496056,8.925058,13.758065,95.436579,0.329295,109.844210,
1641866973.696774,5.843631,9.598152,76.656367,0.004599,86.533371,
1641866973.996097,8.427206,13.140967,65.701613,0.602366,80.096069,
1641866974.196573,9.798745,15.257075,87.215441,0.009614,103.207556,
1641866974.396267,5.980707,9.800786,73.992548,0.008553,84.183967,
1641866974.596427,7.453464,11.281774,99.158047,0.391596,111.120717,
1641866974.796135,3.692431,6.127423,85.529502,0.011487,92.063524,
1641866974.996587,7.796207,12.521966,67.442586,0.350204,80.671577,
1641866975.196181,9.030257,13.751214,73.021072,0.007684,88.188036,
1641866975.396288,4.740460,7.426896,58.372407,1.097173,67.484332,
1641866975.596658,7.564563,12.255456,55.715128,0.009591,68.452298,
1641866975.796088,7.641020,11.436268,59.173321,0.374146,71.440309,
1641866975.996782,5.592567,9.035025,62.834543,0.006254,72.613263,
1641866976.196107,5.103818,8.172095,57.758132,0.368830,66.817502,
1641866976.396251,5.967279,9.667313,88.448323,0.007712,98.371675,
1641866976.796138,4.672887,7.154638,57.854163,0.361134,65.707170,
1641866977.096821,3.967763,6.405404,50.481228,0.394605,57.624246,
1641866977.296322,3.195103,5.035110,44.786899,0.005450,50.011168,
1641866977.496339,3.586990,5.662045,49.281057,0.262049,55.416013,
1641866977.696685,6.204644,10.490598,61.506068,0.004994,72.658533,
1641866977.896166,4.609432,7.060611,60.246716,0.430812,68.169036,
1641866978.096651,3.867885,5.865330,45.026471,0.009056,51.206839,
1641866978.296335,6.554372,11.405491,62.076787,0.563658,74.652247,
1641866978.496595,3.403838,5.472836,63.410526,0.384079,69.637467,
1641866978.696289,3.690219,5.872954,51.310518,0.352720,57.835481,
1641866978.996200,5.306750,7.761391,76.351131,0.389740,84.899684,
1641866979.196342,4.534733,7.576949,60.209718,0.356985,68.469294,
1641866979.396824,4.982843,7.793101,70.024411,0.350474,78.477280,
1641866979.596359,3.441807,5.630533,53.374233,0.307799,59.651431,
1641866979.896713,4.500087,6.894852,75.174346,0.321960,82.687882,
1641866980.196852,4.719293,7.224223,101.047693,0.278896,108.868965,
1641866980.396466,4.276477,6.681176,79.431371,0.369478,86.776583,
1641866980.596755,3.345177,5.297219,89.953254,0.494726,96.110961,
1641866980.796400,5.435931,8.244611,67.986958,0.553087,77.333133,
1641866980.996413,4.397167,6.920521,77.458457,0.348370,85.128419,
1641866981.196158,3.856788,5.796451,68.835541,0.300458,75.184173,
1641866981.396429,3.256489,5.061009,57.106412,0.382186,62.827288,
1641866981.596838,4.251013,6.413487,43.163184,0.277511,50.109474,
1641866981.796434,3.822759,6.058369,52.312529,0.422264,59.065970,
1641866981.996372,4.157227,6.244916,58.982294,0.641864,66.607406,
1641866982.196737,5.483913,8.609205,52.053282,0.348343,61.408089,
1641866982.496798,3.217729,5.076775,63.393987,0.283445,69.023114,
1641866982.796545,8.464033,12.987100,77.899657,0.366721,91.592160,
1641866982.996236,3.690191,5.739757,65.312164,0.373466,71.766068,
1641866983.196390,6.685311,9.357397,89.345968,0.465857,99.549985,
1641866983.396326,5.474580,7.978074,55.932357,0.331133,64.679894,
1641866983.596741,6.318877,9.166173,82.738914,0.311822,92.647308,
1641866983.796446,8.323962,11.879606,68.375720,0.337613,81.067989,
1641866983.996109,5.070694,7.079071,64.079826,0.352013,71.853693,
1641866984.196305,6.034025,8.547241,62.745962,0.412288,72.202830,
1641866984.396419,5.004112,7.118028,74.324870,0.547074,82.393459,
1641866984.596574,5.691560,8.597792,70.276550,0.440334,79.700918,
1641866984.796410,6.796512,9.480229,68.905528,0.446026,79.193616,
1641866985.096177,8.231623,12.034660,63.097142,0.372765,75.888626,
1641866985.396704,4.928491,7.242431,95.928154,0.428395,103.990160,
1641866985.596540,4.457963,6.692676,69.445637,1.057196,77.749174,
1641866985.896433,6.098431,8.422972,100.044880,0.324812,109.237878,
1641866986.196309,9.101746,12.939416,73.934826,0.505905,88.247392,
1641866986.396616,3.846968,6.105858,120.362485,0.349872,127.123233,
1641866986.596331,5.485981,8.173057,107.448997,0.370445,116.351836,
1641866986.896259,4.382543,6.761002,91.512464,0.333094,98.941462,
1641866987.096799,5.265758,7.684111,86.827347,0.398607,95.222341,
1641866987.296334,4.152660,6.167563,97.323872,0.435373,104.255930,
1641866987.496699,4.194121,6.455405,74.550332,0.384640,81.780724,
1641866987.696553,3.880492,5.921616,71.705499,0.341243,78.298598,
1641866987.896377,6.702867,10.386554,62.280271,0.418256,73.423014,
1641866988.095942,3.770297,5.725777,77.356989,0.679264,84.457794,
1641866988.296100,4.253610,6.503575,62.934572,0.336909,70.022087,
1641866988.496574,4.813131,7.151385,63.426836,0.392556,71.264518,
1641866988.696358,4.312465,6.799375,80.072201,0.562297,87.796396,
1641866988.996824,3.938069,5.985902,67.746319,0.535789,74.718484,
1641866989.196427,4.288286,6.713058,79.044469,0.328192,86.663542,
1641866989.396715,5.210718,7.688874,111.833499,0.436870,120.383071,
1641866989.596432,4.050137,6.512196,93.145467,0.449390,100.432046,
1641866989.896072,4.648753,7.512199,79.335335,0.402709,87.614865,
1641866990.096285,6.537196,9.658891,95.025376,0.545182,105.791165,
1641866990.296208,4.837166,7.325170,99.530312,0.864898,108.056128,
1641866990.496412,3.682927,5.709591,98.597708,0.332662,104.915548,
1641866990.696918,4.634581,7.387693,62.827913,0.655976,71.358240,
1641866990.896238,3.889410,5.837212,67.203015,0.360753,73.704034,
1641866991.096716,4.330491,6.600280,64.177422,0.320717,71.495644,
1641866991.296307,4.441111,6.700881,87.780109,0.422546,95.208191,
1641866991.496679,4.111322,6.311964,100.901373,0.439033,107.934250,
1641866991.696420,4.239852,6.529191,64.784689,0.608324,72.471634,
1641866991.896719,6.108116,9.758280,67.668994,0.500190,78.611307,
1641866992.096608,6.074378,9.560781,57.527888,0.593389,68.324606,
1641866992.296799,5.589089,8.403181,92.773465,0.621786,102.447567,
1641866992.496474,4.396366,6.835548,63.039612,0.462134,70.657849,
1641866992.896745,6.982175,11.104192,176.199806,0.388708,188.162870,
1641866993.096993,5.829701,8.094338,159.221730,0.357486,168.170314,
1641866993.296560,5.276145,7.566198,162.905260,0.360912,171.124125,
1641866993.496669,4.458394,6.601185,159.902714,0.481356,167.366123,
1641866993.696374,4.423446,6.638029,137.815292,0.649605,145.827643,
1641866994.097125,5.323770,8.090201,146.176596,0.404653,155.204824,
1641866994.296589,4.350590,6.557091,110.226542,0.474839,117.728931,
1641866994.496545,4.340927,6.531294,123.212338,0.354951,130.612844,
1641866994.696527,4.622599,7.345931,129.026138,0.530199,137.293965,
1641866994.896921,4.324452,6.455115,130.121531,0.414226,137.350982,
1641866995.096365,4.552313,6.723733,109.471481,0.411729,116.917490,
1641866995.296437,4.627532,6.962490,83.569682,0.468868,91.390572,
1641866995.496762,5.826983,7.995751,108.136262,0.454163,117.041021,
